SMILES,KELAS,C,O,B,N,P,S,F,Cl,Br,Z,@,I,COC,=,[O-],C=C,N+,C=O,:,.,-,+,[],(),#
C(C1C(C(C(C(O1)OCC(C(C(C(CO)O)O)O)O)O)O)O)O,3,27,25,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
C(C(C(CS)O)O)S,3,28,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
C1C(C(C(C(C1(CO)O)O)O)O)NC(CO)CO,3,31,21,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
C(C(C(C(CO)O)O)O)O,3,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
CCCCCCCCCCCCCCCCCCOCC(CO)O,3,73,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0
C(C(C(C(C(CO)O)O)O)O)O,3,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
C(C(CS)O)O,3,30,20,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
CCCCCCCCCCCCCCCCOCC(CO)O,3,70,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
CC(C1OCC(O1)CO)I,3,37,18,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,12,0
C(C(COP(=O)(O)O)O)O,3,15,31,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,21,0
C(C(COP(=O)(O)O)O)O,3,15,31,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,21,0
C(C1C(C(C(C(O1)OCC(C(C(C(CO)O)O)O)O)O)O)O)O,3,27,25,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
C1(C(C(C(C(C1OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O)O,3,11,29,0,0,5,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,21,0
C(C(C(C(C(CO)O)O)O)O)O,3,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
C(C(C(C(C(CO)O)O)O)O)O,3,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
COCC(CO)O,3,22,22,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,11,0
C1(C(C(C2C(C1O)O2)O)O)O,3,26,21,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
C(C1C(C(C(C(O1)OCC(C(C(C(CO)O)O)O)O)O)O)O)O,3,27,25,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
C(C(C(C(C(CBr)O)O)O)O)Br,3,25,16,8,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)NC(=O)C)I.CNCC(C(C(C(CO)O)O)O)O,3,28,14,0,4,0,0,0,0,0,3,0,4,0,9,0,0,0,0,0,1,0,0,0,17,0
CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)C(=O)NC)I.CNCC(C(C(C(CO)O)O)O)O,3,28,14,0,4,0,0,0,0,0,3,0,4,0,9,0,0,0,0,0,1,0,0,0,17,0
C(C(CO)OP(=O)(O)O)O,3,15,31,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,21,0
C(C(COP(=O)([O-])[O-])O)O.[Na+].[Na+],3,8,16,0,5,2,0,0,0,0,5,0,0,0,2,0,0,0,0,0,5,5,5,0,10,0
CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)NC(=O)C)I.CC(=O)NC1=C(C(=C(C(=C1I)C(=O)[O-])I)NC(=O)C)I.CNCC(C(C(C(CO)O)O)O)O.[Na+],3,25,11,0,5,0,0,0,0,0,4,0,5,0,10,0,0,0,0,0,2,0,0,0,15,0
C1CO1.C(C(CO)O)O,3,31,25,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,0,12,0
C(C(C(C(C(CO)O)O)O)O)O.C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.[Fe+3],3,17,19,0,0,0,0,1,0,0,2,0,0,0,4,0,0,0,0,0,2,4,1,0,16,0
C(C1C(C(C(C(O1)OCC(C(C(C(CO)O)O)O)O)O)O)O)O,3,27,25,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
C1C(C(CN1)O)O,3,30,15,0,7,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
C(C(C(C(C(CO)O)O)O)O)O,3,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
C(C(C(C(C(CBr)O)O)O)O)Br,3,25,16,8,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
CCCCCCCCCCCCCCCCOCC(CO)O,3,70,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0
C1C(O1)COCC(COCC2CO2)OCC3CO3,3,28,14,0,0,0,0,0,0,0,21,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0
C1(C(C(C(C(C1O)O)OP(=O)(O)O)O)O)O,3,18,27,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,21,0
C(C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],3,6,19,0,6,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,6,6,0,11,0
CNCC(C(C(C(CO)O)O)O)O.O[Sb](=O)=O,3,21,24,0,3,0,3,0,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,0,15,0
C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O)OP(=O)(O)O)O,3,10,30,0,0,6,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,21,0
C1(C(C(C(C(C1OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O)O,3,11,29,0,0,5,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,21,0
C(C(C(C(C(CO)O)O)O)O)N,3,27,22,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
C1(C(C(C(C(C1OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-].[Ca+2].[Ca+2].[Ca+2].[Ca+2].[Ca+2].[Ca+2],3,7,15,0,0,3,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,7,3,0,10,0
COC1COC2C1OCC2OC,3,25,12,0,0,0,0,0,0,0,25,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
CCCCCCCCCCCCCCCCCCNC(=O)OCC(COP(=O)([O-])OCC[N+]1=CSC=C1)OC,3,44,11,0,3,1,1,0,0,0,3,0,0,0,5,0,1,1,0,0,0,1,1,0,6,0
C1(C(C(C(C(C1O)OP(=O)(O)O)O)OP(=O)(O)O)O)O,3,14,28,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,21,0
C1C(C(C(N1)CO)O)O,3,29,17,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
C1C(O1)C(C(C2CO2)O)O,3,30,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCC=O,3,43,14,0,1,1,0,0,0,0,0,0,0,0,4,0,0,1,1,0,0,1,1,0,10,0
C(C(C(C(C(COP(=O)(O)O)O)O)O)O)O,3,19,29,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,22,0
C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O)O,3,10,30,0,0,6,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,21,0
C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O)O,3,10,30,0,0,6,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,21,0
C(C(COP(=O)(O)[O-])O)O.[Na+],3,10,21,0,3,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,3,0,14,0
C(CCCCCCCC1=NNN=N1)CCCCCCCC(=O)NS(=O)(=O)CCCC(=O)NCCOCCOCC(=O)NC(CCC(=O)NC(CCC(=O)NCCOCCOCC(=O)NC(CCCCNC(=O)CSCC(C(=O)O)N)C(=O)N)C(=O)O)C(=O)O,3,32,11,0,9,0,1,0,0,0,1,0,0,2,10,0,0,0,0,0,0,0,0,0,12,0
CC(C(C(CO)O)O)O,3,33,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
C(C(C(C(C(CBr)O)O)O)O)Br,3,25,16,8,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
C(C(CO)OP(=O)([O-])[O-])O,3,12,24,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,16,0
C(C(COP(=O)([O-])[O-])O)O,3,12,24,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,16,0
COC1C(C(C(C(C1O)O)O)O)O,3,21,21,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,17,0
COC1C(C(C(C(C1O)O)O)O)O,3,21,21,0,0,0,0,0,0,0,8,0,0,4,0,0,0,0,0,0,0,0,0,0,17,0
C1C(C(C(C(C1N)O)O)O)CO,3,31,18,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0
CCOC1=CC=C(C=C1)CC2=CC(=C(C=C2C)OC)C3C(C(C(C(S3)CO)O)O)O,3,26,8,0,0,0,1,0,0,0,10,0,0,1,5,0,5,0,0,0,0,0,0,0,12,0
C(C(COP(=O)([O-])[O-])O)O.[Ca+2],3,12,18,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,6,3,0,12,0
CCCCCCCCCCCCCCCCSCC(COC)COP(=O)([O-])OCC[N+](C)(C)C,3,47,7,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,9,0
C(C(C(C(C(CO)O)O)O)O)O,3,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
C1C(C(C(C(C1NC2C=C(C(C(C2O)O)O)CO)O)O)O)CO,3,28,19,0,2,0,0,0,0,0,9,0,0,0,0,0,2,0,0,0,0,0,0,0,16,0
C1(C(C(C(C(C1O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O)O,3,11,29,0,0,5,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,21,0
C1C(C(C([S+]1CC(C(CO)OS(=O)(=O)[O-])O)CO)O)O,3,20,20,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,2,2,0,15,0
C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O,3,18,18,0,3,0,0,0,0,0,12,0,0,0,3,0,0,3,0,0,0,3,3,0,12,0
C(C(CO)OP(=O)([O-])[O-])O.O.O.O.O.O.[Na+].[Na+],3,6,23,0,4,2,0,0,0,0,4,0,0,0,2,0,0,0,0,0,14,4,4,0,8,0
C(C1C(C(C(C(O1)OC(C(CO)O)C(C(CO)O)O)O)O)O)O,3,27,25,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC,3,48,9,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,9,0
C1(C(C(C(C(C1O)O)OP(=O)(O)O)O)O)O,3,18,27,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,21,0
CNCC(C(C(C(CO)O)O)O)O,3,33,23,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
CCCCCCCCOCC(CO)O,3,56,12,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0
C1(C(C(C(C(C1OP(=O)(O)O)O)O)OP(=O)(O)O)O)O,3,14,28,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,21,0
C(C(COP(=O)([O-])[O-])O)O.O.[Na+].[Na+],3,7,17,0,5,2,0,0,0,0,5,0,0,0,2,0,0,0,0,0,7,5,5,0,10,0
C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O,3,6,31,0,0,8,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,21,0
C1(C(C(C(C(C1O)OP(=O)(O)O)OP(=O)(O)O)O)O)O,3,14,28,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,21,0
C1(C(C(C(C(C1O)OP(=O)(O)O)OP(=O)(O)O)O)O)O,3,14,28,0,0,4,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,21,0
CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCCCCCCCCC,3,55,8,0,1,1,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,1,1,0,8,0
C1(C(C(C(C(C1OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],3,3,12,0,6,3,0,0,0,0,7,0,0,0,3,0,0,0,0,0,6,6,6,0,9,0
C(C1C(C(C(O1)CO)O)O)O,3,28,23,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
C1C(C(C(C(O1)CO)O)O)O,3,28,23,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
CC(=O)NC(CS)C(=O)NC1C(C(C(OC1OC2C(C(C(C(C2O)O)O)O)O)CO)O)O,3,29,20,0,3,0,1,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,17,0
CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC,3,48,9,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,9,0
C1C(C(CO1)O)O,3,30,23,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0
C1(C(C(C(C(C1OP(=O)(O)[O-])OP(=O)(O)[O-])OP(=O)(O)[O-])OP(=O)(O)[O-])OP(=O)(O)[O-])OP(=O)(O)[O-].[Na+].[Na+].[Na+].[Na+].[Na+].[Na+],3,4,18,0,4,4,0,0,0,0,6,0,0,0,4,0,0,0,0,0,4,4,4,0,12,0
C1C(C(C(C(C1O)O)O)O)O,3,28,23,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
CS(=O)(=O)OCCNCC(C(CNCCOS(=O)(=O)C)O)O,3,26,21,0,5,0,5,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,15,0
C[N+](C)(C)CCOP(=O)([O-])OCC(CO)O,3,24,18,0,3,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,15,0
CC1C(C(C(CN1)O)O)O,3,33,16,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0
C1(C(C(C(C(C1OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-].[Mg+2].[Ca+2],3,5,18,0,0,4,0,0,0,0,5,0,0,0,4,0,0,0,0,0,1,9,1,0,13,0
C1(C(C(C2C(C1O)O2)O)O)O,3,26,21,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
CC(=O)OC1C(C(C(C(C1OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C,3,31,20,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,17,0
C1=CC=C2C(=C1)C(=CN2)C(C(COP(=O)(O)O)O)O,3,22,15,0,2,2,0,0,0,0,10,0,0,0,10,0,2,0,0,0,0,0,0,0,15,0
C1(C(C(C(C(C1O)O)OP(=O)(O)O)O)O)O,3,18,27,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,21,0
CC(CO)(C(CO)O)O,3,33,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
C1C(C(C(N1)CO)O)O,3,29,17,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
CCCCCCCCCCCCCCCCOCC(CO)OC(=O)C,3,63,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,0
C1(C(C(C(C(C1OS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O)OS(=O)(=O)O,3,7,28,0,0,0,7,0,0,0,2,0,0,0,14,0,0,0,0,0,0,0,0,0,20,0
C(C1C(C(C(N1)CO)O)O)O,3,28,19,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
CNCC(C(C(C(CO)O)O)O)O.C1CN(CCN(CCN(CCN1CC(=O)O)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-].[Gd+3],3,26,15,0,5,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,2,3,1,0,12,0
C=CCOC(CO)CO,3,16,16,0,0,0,0,0,0,0,0,0,0,8,0,0,8,0,0,0,0,0,0,0,8,0
CNCC(C(C(C(CO)O)O)O)O.CNCC(C(C(C(CO)O)O)O)O.CNC(=O)C1=C(C(=C(C(=C1I)NC(=O)CCCCC(=O)NC2=C(C(=C(C(=C2I)C(=O)O)I)C(=O)NC)I)I)C(=O)O)I,3,29,13,0,4,0,0,0,0,0,3,0,4,0,9,0,0,0,0,0,1,0,0,0,16,0
C1C(C(C(C(C1O)O)O)O)O,3,28,23,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
C1(C(C(C2C(C1O)OP(=O)(O2)O)O)O)O,3,18,25,0,0,3,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,18,0
C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O,3,8,30,0,0,7,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,21,0
C1C(C2C(O1)C(CO2)O[N+](=O)[O-])O[N+](=O)[O-].C1=CC=C2C(=C1)C=NN=C2NN.Cl,3,18,11,0,8,0,0,0,1,0,12,0,0,0,8,0,1,2,0,0,2,2,2,0,8,0
CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OCCCCC(=O)O,3,45,11,0,1,1,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,1,1,0,10,0
C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O,3,6,31,0,0,8,0,0,0,0,2,0,0,0,8,0,0,0,0,0,0,0,0,0,21,0
C(C(C(C(CO)O)O)O)O,3,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
CCCCCCCCCCCCCCCCCCOCC(COP(=O)(O)OC1C(CC(C(C1O)O)O)O)OC,3,48,16,0,0,1,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,11,0
C1(C(C(C(C(C1O)O)OP(=O)(O)O)O)O)O,3,18,27,0,0,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,21,0
C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O,3,8,30,0,0,7,0,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,21,0
CC(=O)NC1C(C(C(OC1OC2C(C(C(C(C2O)O)O)O)O)CO)O)O,3,29,23,0,2,0,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,17,0
C1=CC=C2C(=C1)C(=CN2)C(C(COP(=O)(O)O)O)O,3,22,15,0,2,2,0,0,0,0,10,0,0,0,10,0,2,0,0,0,0,0,0,0,15,0
C1=C(C=C(C(=C1O)O)O)C(=O)OCC(CO)O,3,24,21,0,0,0,0,0,0,0,6,0,0,0,9,0,3,0,0,0,0,0,0,0,15,0
C1(C(C(C(C(C1OP(=O)(O)O)O)OP(=O)(O)O)O)OP(=O)(O)O)O,3,11,29,0,0,5,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,21,0
C(C(COP(=O)([O-])[O-])O)O,3,12,24,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,16,0
CCCCCCCCCCCCCCCCCCOCC1(CCCO1)COP(=O)([O-])OCC[N+](C)(C)C,3,48,8,0,1,1,0,0,0,0,3,0,0,1,1,0,0,1,0,0,0,1,1,0,8,0
CCCCCCCCCCCCCCCCCCOCC(COP(=O)(O)OCC[N+](C)(C)C)OC,3,51,10,0,2,2,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,10,0
C(C(COP(=O)([O-])[O-])O)O.O.O.O.O.O.[Na+].[Na+],3,6,23,0,4,2,0,0,0,0,4,0,0,0,2,0,0,0,0,0,14,4,4,0,8,0
C(C1C(C(C(C(N1)COC2C(C(C(C(O2)CO)O)O)O)O)O)O)O,3,23,19,0,2,0,0,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,19,0
C1(C(C(C(C(C1OP(=O)([O-])[O-])O)OP(=O)([O-])[O-])OP(=O)([O-])[O-])O)O,3,8,21,0,0,4,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,8,0,0,15,0
C1(C(C(C(C(C1OP(=O)([O-])[O-])OP(=O)([O-])[O-])OP(=O)([O-])[O-])O)OP(=O)([O-])[O-])O,3,7,21,0,0,4,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,9,0,0,15,0
C(CCCCCCCC1=NNN=N1)CCCCCCCC(=O)NS(=O)(=O)CCCC(=O)NCCOCCOCC(=O)NC(CCC(=O)NC(CCC(=O)NCCOCCOCC(=O)NC(CCCCNC(=O)CSCC(C(=O)O)N)C(=O)N)C(=O)O)C(=O)O,3,32,11,0,9,0,1,0,0,0,1,0,0,2,10,0,0,0,0,0,0,0,0,0,12,0
CCCCCCCCCCCCCCCCCC(=O)OC(COC(=O)CCCCCCCCCCCCC)COC(=O)CCCCCCCCCCCCC,3,68,6,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,6,0
CC(C(C(C(CO)O)O)O)O,3,31,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
CCCCC(CC)COCC(CO)O,3,50,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,11,0
C1C(C(C(O1)CO)O)O,3,29,23,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
C1C(C(C(C(C1O)O)O)O)O,3,28,23,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0
C(C(C(CO)(CO)O)O)O,3,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
C1C(C(C(O1)CO)O)O,3,29,23,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0
CCCCCOCC(CO)O,3,46,15,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,7,0
CC1(C(C(C(C(C1O)O)O)O)O)O,3,28,24,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0
CCCCCCCCC(=O)NCC1=CC(=C(C=C1)CC(CO)O)OC,3,46,10,0,2,0,0,0,0,0,5,0,0,0,7,0,2,0,0,0,0,0,0,0,10,0
CC(C(C(C(CO)O)O)O)O,3,31,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0
C1C(C(C(C(C1=O)O)O)O)O,3,27,22,0,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,0,0,0,0,0,18,0
C1(C(C(C(=O)C(C1O)O)O)O)O,3,24,24,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,0,0,0,0,20,0
C1C(OC(O1)CCI)CO,3,37,18,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,12,0
CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC,3,46,10,0,2,2,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,2,2,0,10,0
C1C(O1)COCC(COCC2CO2)O,3,22,13,0,0,0,0,0,0,0,18,0,0,9,0,0,0,0,0,0,0,0,0,0,9,0
C1C2C1CC(C2)OC3=CC=C(C=C3)CC4=C(C=CC(=C4)C5C(C(C(C(O5)CO)O)O)O)Cl,3,30,9,0,0,0,0,0,1,0,16,0,0,0,4,0,4,0,0,0,0,0,0,0,12,0
C(C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-],3,6,19,0,6,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,6,6,0,11,0
C(C(C(CO)(CO)O)O)O,3,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0
C1C(C(C(C(C1NC2C=C(C(C(C2O)O)O)CO)O)O)O)COC3C(C(C(C(O3)CO)O)O)O,3,25,19,0,1,0,0,0,0,0,9,0,0,1,0,0,1,0,0,0,0,0,0,0,17,0
CCCCCCCCOCC(CO)O,3,56,12,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6,0
CCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OCCCCCCCCCCCCCCCC,3,58,7,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,7,0
CCCCCCCCCCCCCCCCOCC(CO)OC(=O)C,3,63,10,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,6,0
CC(=O)NC1=C(C(=C(C(=C1I)C(=O)O)I)C(=O)NCCO)I.CNCC(C(C(C(CO)O)O)O)O,3,28,15,0,4,0,0,0,0,0,3,0,4,0,9,0,0,0,0,0,1,0,0,0,16,0
C1(C(C(C(C(C1OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O)O,3,11,29,0,0,5,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,21,0
